Title,Year,Genre,Plot,Language,Poster,IMDBRating,Director,Production,Error
Red State,2011,"27, 28, 53","Set in Middle America, a group of teens receive an online invitation for sex, though they soon encounter Christian fundamentalists with a much more sinister agenda.",en,https://image.tmdb.org/t/p/w500/9OKTGvaDjkJmNhT2H7NBHmvVR5M.jpg,6.1,Kevin Smith,"SModcast Pictures, NVSH Productions, Phase 4 Films, View Askew Productions",
Rift,2011,"27, 53",Several college students are brutally murdered in a small college town an the killer is still on the loose...,en,https://image.tmdb.org/t/p/w500/rJNERxOGozSNEy0QdrMCGORmB0v.jpg,2.7,LazRael Lison,Genius Productions,
"Mama, I Want to Sing!",2011,"10402, 10751, 18",Preacher's daughter Amara Winter sings in the church choir before being discovered by a well-established musician. She soon rises to international fame as a pop singer.,en,https://image.tmdb.org/t/p/w500/nHycfsxAoHyauVUPJ2coWwkmqpV.jpg,7.3,Charles Randolph-Wright,"Faith for Today, Relevé Entertainment, Codeblack Entertainment, Louisiana Media Productions",
Sanctum,2011,"28, 53","Master diver Frank McGuire has explored the South Pacific's Esa-ala Caves for months.  But when his exit is cut off in a flash flood, Frank's team—including 17-year-old son Josh and financier Carl Hurley are forced to radically alter plans.  With dwindling supplies, the crew must navigate an underwater labyrinth to make it out.",en,https://image.tmdb.org/t/p/w500/zRUNv1CbeVtmTCNr6RLHnxV2QYm.jpg,6.055,Alister Grierson,"Universal Pictures, Relativity Media, Wayfare Entertainment, Great Wight Productions/ Osford Films, Sanctum Australia, Start Motion Pictures",
Hyenas,2010,"18, 27",Roving clans of shape-shifting human/hyena creatures prowl and hunt for human prey. They are hunted by one man seeking revenge for the death of his loved ones.,en,https://image.tmdb.org/t/p/w500/YrS8oANBDZe2D8cttsrLv3jOre.jpg,3.259,Eric Weston,,
Gun of the Black Sun,2011,14,A Nazi Luger Pistol from W.W.2 with dark and mystical powers re-emerges in modern day Bucharest and is taken to London. En-route it falls into the hands of a Media Mogul intent on using its power to bring the return of the Forth Reich through Technology and Music .,en,https://image.tmdb.org/t/p/w500/1othLDrGisY399Ti7cT6nGzCY0p.jpg,0,Jeff Burr,"Silver Bullet Films, Luger the Movie, Max Productions",
Blur,2011,"53, 18, 9648","Raymond Weir is a shut in computer genius surviving in the post dot-com era. Disabled as a result of a home invasion that took the life of his late wife, Sarah, Raymond sits in his makeshift apartment above a run down bar, over medicated, mourning her loss and contemplating suicide. His only contact with the world, besides his close friend Paul are the three computer screens that blink emotionlessly at him twenty four hours a day, through sleepless nights. There, he sees the universe, filled with images of webcams around the world, from petty crimes and private confessions, to public tragedies and natural disasters. It is here, one night, as Raymond finishes piecing together an old video recording of his late wife, that he sees a mysterious woman, Layla. The image of her is unexpected, sexual, as she goes through a ritualistic set of gestures that leads to an emotional plea to Raymond",en,https://image.tmdb.org/t/p/w500/2GpfS2aJzbJ6fQugnJ3Q5wn55Sr.jpg,0,John W. Kim,"Civilized Beast, Blur Productions",
From Prada to Nada,2011,"35, 18, 10749",Two spoiled Beverly Hills sisters who have been left penniless after their father's sudden death are forced to move in with their estranged aunt in East Los Angeles.,en,https://image.tmdb.org/t/p/w500/nWV6RncsN8Q86JplEl8AFlV5h6A.jpg,5.4,Angel Gracia,"Lewis Gilbert Productions, OddLot Entertainment, Televisa, Hyperion Films, Pantelion Films",
Don't Fade Away,2010,18,"Life was easy for Jackson White. With looks, brains, and athletic ability,the world's possibilities seemed limitless. But, when he came to Los Angeles to pursue a career in the music industry, he was so seduced by money and status that he lost track of who he was. Now, with both his personal and professional lives on the edge of ruin, he's been called home to care for his dying father. While in North Carolina, he'll have to confront the friends he lost track of and the girl he never met.",en,https://image.tmdb.org/t/p/w500/osw1gaZ6eGFsKF5ftjbuaY4WzFO.jpg,4.3,Luke Kasdan,,
The Key Man,2011,"80, 18, 53","An insurance salesman gets mixed up with two gangsters in effort to make more money and provide for his family, but things don't go as he planned.",en,https://image.tmdb.org/t/p/w500/q7uhAr2HQUT25Pms86uqUKNsXQS.jpg,4,Peter Himmelstein,Occupant Entertainment,
Silent Vengeance,2007,27,"Death returns, after the events that occurred in the film Chameleon Killer, more mysterious murders begin again in Acid Falls. Sheriff Garris is beginning to doubt his own sanity, as the murders begin to mirror that of the murders done by the Chameleon Killer. Is this a copycat? Or is the Chameleon truly back for vengeance? As this mystery is revealed, the truth is much more frightening than anything imaginable.",en,https://image.tmdb.org/t/p/w500/rwq8Ry4OTb9MUxi80vf4zhX19jM.jpg,0,Matt Spease,,
The Thing,2011,"27, 878, 9648","When paleontologist Kate Lloyd travels to an isolated outpost in Antarctica for the expedition of a lifetime, she joins an international team that unearths a remarkable discovery. Their elation quickly turns to fear as they realize that their experiment has freed a mysterious being from its frozen prison. Paranoia spreads like an epidemic as a creature that can mimic anything it touches will pit human against human as it tries to survive and flourish in this spine-tingling thriller.",en,https://image.tmdb.org/t/p/w500/dmn2nVo8h7LMnk694JxCRIwK06p.jpg,6.217,Matthijs van Heijningen Jr.,"Universal Pictures, Morgan Creek Entertainment, Strike Entertainment",
Black Butterflies,2011,"18, 10749","Confronted by Apartheid and a father who was Minister of Censorship, Ingrid Jonker searched for a home, searched for love. With men like Jack Cope and André Brink she found much love, but no home. Later, in his first speech to the South African Parliament Nelson Mandela read her poem ""The Dead Child of Nyanga"" and addressed her as one of the finest poets of South Africa.",nl,https://image.tmdb.org/t/p/w500/kLOeBrmJ4MCZnuf6Wy16YraEAPs.jpg,5.8,Paula van der Oest,"CoBo Fonds, IDTV Film, Cool Beans, Comet Film Produktion GmbH, Spier Films, Riba Film International, NTR, Nederlands Fonds voor de Film",
Deep Gold,2011,"28, 53","Amy Sanchez (Bebe Pham) is a champion free diver who breaks a crucial free diving record. Her boyfriend, Tony dela Cruz (Jack Prinya), an Air Force Pilot, mysteriously disappears along with his plane that carries gold worth millions of dollars that was to be taken to the Central Bank.  Determined to unearth the truth, she goes off to find out what has actually happened accompanied by her sister Jess Sanchez (Jaymee Ong). She moves on her adventurous journey not knowing that she herself is going to get entangled into a trap of lies that leads her to a much complex conspiracy.",en,https://image.tmdb.org/t/p/w500/4eCQoTJ3QXDxBlXChlc7cF909WO.jpg,4.8,Michael Gleissner,Bigfoot Entertainment,
Source Code,2011,"53, 878, 9648","When decorated soldier Captain Colter Stevens wakes up in the body of an unknown man, he discovers he's part of a mission to find the bomber of a Chicago commuter train.",en,https://image.tmdb.org/t/p/w500/zXJe3nXCp7ggE3rLbhDx8jWZ4qn.jpg,7.304,Duncan Jones,"The Mark Gordon Company, Vendôme Pictures, Summit Entertainment, StudioCanal",
A Monster in Paris,2011,"12, 16, 35, 10751, 14","Paris, 1910. Emile, a shy movie projectionist, and Raoul, a colourful inventor, find themselves embarked on the hunt for a monster terrorizing citizens. They join forces with Lucille, the big-hearted star of the Bird of Paradise cabaret, an eccentric scientist and his irascible monkey to save the monster, who turns out to be an oversized but harmless flea, from the city's ruthlessly ambitious police chief.",fr,https://image.tmdb.org/t/p/w500/jerM6xBeRfIr2rLg2pICmduzoyf.jpg,6.9,Bibo Bergeron,"EuropaCorp, Bibo Films, France 3 Cinéma, Walking The Dog",
Little Witch on a Broomstick,2011,"35, 10751, 14","When Your mum is a Witch, be careful what You play with",cs,https://image.tmdb.org/t/p/w500/dGGYZlmTjCfh0BUSm6WeRhjdRCC.jpg,4.7,Václav Vorlíček,"Pragofilm, Česká televize",
Hugo,2011,"12, 18, 10751","Orphaned and alone except for an uncle, Hugo Cabret lives in the walls of a train station in 1930s Paris. Hugo's job is to oil and maintain the station's clocks, but to him, his more important task is to protect a broken automaton and notebook left to him by his late father. Accompanied by the goddaughter of an embittered toy merchant, Hugo embarks on a quest to solve the mystery of the automaton and find a place he can call home.",en,https://image.tmdb.org/t/p/w500/vDAhBTIHvIoNOlgCfmLirVgUK2p.jpg,7.2,Martin Scorsese,"GK Films, Infinitum Nihil, Paramount Pictures, Mandate International, Sikelia Productions",
Sucker Punch,2011,"28, 14, 53","A young girl, institutionalised by her abusive stepfather, retreats to an alternative reality as a coping strategy and envisions a plan to help her escape.",en,https://image.tmdb.org/t/p/w500/8oBc33JEnYm3rqPIwGtQXQbP96j.jpg,6.2,Zack Snyder,"Legendary Pictures, Lennox House Films, Warner Bros. Pictures, Cruel & Unusual Films",
Funkytown,2011,"18, 10402","Set in Montreal during the disco phenomenon some 35 years ago, Funkytown follows the life of a group of colorful characters. We follow their lives and tribulations as everyone converges on a regular basis at Montreal's hot disco spot: Starlight. Along the way, several events take place that change these characters' lives. As these characters' lives unfold, the Parti Québécois takes power changing the cultural landscape in Quebec while the disco craze slowly fades. While we keep up with these various characters - it is Bastien who is a central part of this story. His drug addiction, dreams to become an actor and womanizing - make him the ""bigger than life"" typical 70s character around which the whole story revolves.",en,https://image.tmdb.org/t/p/w500/VioU7s0DzEmLoMciaRepNbbuZn.jpg,5.4,Daniel Roby,"Caramel Films, Corsimar Films Inc",
The Adventures of Tintin,2011,"12, 16, 9648","Intrepid young reporter, Tintin, and his loyal dog, Snowy, are thrust into a world of high adventure when they discover a ship carrying an explosive secret. As Tintin is drawn into a centuries-old mystery, Ivan Ivanovitch Sakharine suspects him of stealing a priceless treasure. Tintin and Snowy, with the help of salty, cantankerous Captain Haddock and bumbling detectives, Thompson and Thomson, travel half the world, one step ahead of their enemies, as Tintin endeavors to find the Unicorn, a sunken ship that may hold a vast fortune, but also an ancient curse.",en,https://image.tmdb.org/t/p/w500/mKYkNro2btaWMsnYSuyqrBdHQo3.jpg,6.9,Steven Spielberg,"Paramount Pictures, Columbia Pictures, Hemisphere Media Capital, Nickelodeon Movies, Amblin Entertainment, WingNut Films, The Kennedy/Marshall Company",
El Padrino II: Border Intrusion,2008,80,,en,https://image.tmdb.org/t/p/w500/yHtPjWgO3wCnY21qKL3NjbBbthx.jpg,6.2,Damian Chapa,Laguna Productions INC,
The Magic Crystal,2011,"16, 12, 10751",A magic crystal causes double the number of gifts Santa can deliver all over the world and this makes for many happy gezinnetjes. His criminal assistant Basil however has a diabolical plan: he wants to steal the crystal so as to gain control over the minds of the children. The brave boy Yotan act to prevent and concocts a plan.,fi,https://image.tmdb.org/t/p/w500/yXUaQrX8gHoFiDkbbsQU0rpjzmw.jpg,5.1,Antti Haikala,"Araneo, Grid Animation, Epidem ZOT",
The Green Hornet,2011,"28, 80, 35","Britt Reid, the heir to the largest newspaper fortune in Los Angeles, is a spoiled playboy who has been, thus far, happy to lead an aimless life. After his father dies, Britt meets Kato, a resourceful company employee. Realizing that they have the talent and resources to make something of their lives, Britt and Kato join forces as costumed crime-fighters to bring down the city's most-powerful criminal, Chudnofsky.",en,https://image.tmdb.org/t/p/w500/1YrRviphr3eXPus9iHyQX56QgIE.jpg,5.594,Michel Gondry,"Original Film, Reliance Big Entertainment, Sony Pictures, Columbia Pictures",
Hanna,2011,"28, 53, 12","Raised by her father, an ex-CIA agent, in the wilds of Finland, Hanna's upbringing has been geared to making her the perfect assassin. Sent into the world by her father on a mission, Hanna journeys across Europe, eluding agents dispatched after her by a ruthless intelligence operative. As she nears her ultimate target, Hanna faces startling revelations about her existence.",en,https://image.tmdb.org/t/p/w500/6QDeHwBXDHbCbuzStgUpuUAqnap.jpg,6.592,Joe Wright,"Focus Features, Neunte Babelsberg Film, Holleran Company, Sechzehnte Babelsberg Film",
Straw Dogs,2011,"18, 53",A young couple moves to a quaint southern town. Soon their perfect getaway turns out to become a living hell when dark secrets and lethal passions spiral out of control.,en,https://image.tmdb.org/t/p/w500/hSW5Msz5Cr6vUQxChPSPdxufnss.jpg,5.902,Rod Lurie,"Screen Gems, Battleplan Productions",
My Father's Will,2009,"18, 10749","Ferro Olivetti, a billionaire playboy and businessman, promises to fulfill his dying father's final request: to live one month without his wealth.",en,https://image.tmdb.org/t/p/w500/a468kzjBqeMcui1NXqTVAoRr7Li.jpg,5.3,Fred Manocherian,Fraydun Productions,
If You Only Knew,2011,18,"This is the story of Louise, a fashion designer that develops Alzheimer at an early age, presumably because she was abused when younger by her boyfriend.",en,https://image.tmdb.org/t/p/w500/cZddpOFpghM6mjwDySLmpvXUZM5.jpg,0,Jorgea Hernando,,
The Iron Lady,2011,"36, 18","A look at the life of Margaret Thatcher, the former Prime Minister of the United Kingdom, with a focus on the price she paid for power.",en,https://image.tmdb.org/t/p/w500/fx7wpKXOht7WOkeOslvErbrf69Q.jpg,6.357,Phyllida Lloyd,"UK Film Council, DJ Films, Pathé, Yuk Films, Film4 Productions, Goldcrest",
The Magic Skin,2011,18,"Adaptation of Honoré de Balzac's ""The Skin of Sorrow"" or ""The Wild Ass's Skin"" (1831), said to be the last novel read by Sigmund Freud before his death. While reading it, he would have said: ""This is the only book I needed"".",en,N/A,0,Dominique Gonzalez-Foerster,"Kunsthalle Zürich, A Human Valley Production",
The Murderer: Hamilton Palace,2011,28,,hi,https://image.tmdb.org/t/p/w500/eoSW59WmRpfrmxoSNwwDr78HQmF.jpg,0,Raj N. Sippy,,
Adrienn Pál,2011,18,"Piroska is an overweight, alienated nurse who can’t resist cream-filled pastries. She works in the terminal ward of a hospital; her life is surrounded by death. One day she sets off to find her long-lost childhood friend. While tracing her recollections, she embarks on a paradox-filled voyage within her own memory and the memory of those she encounters.",hu,https://image.tmdb.org/t/p/w500/q0EZY6OKraAXqsk8aY0aSfkIC6S.jpg,5.7,Ágnes Kocsis,KMH Film,
So Much for Justice!,2010,"18, 36","Concerning the Mátyás era in Hungarian history, during the reign of Matthias Corvinus (1443–1490), the film focuses on three eras of the king's life: the young Mátyás fights for the throne, the older Mátyás as king, and the fate of the royal crown and the royal heir after his death.",hu,https://image.tmdb.org/t/p/w500/8XkGzDbHuTdnlLPR9cxBtrUC2Pe.jpg,4,Miklós Jancsó,,
Children of the Green Dragon,2011,18,"Mate, a lonely, divorced real estate agent is put in charge by his boss to sell a suburban storage building. The storage is rented by the Chinese, who keep their semi-legal goods here before selling them on the market. The stock comprising of several thousands of boxes is guarded by a Chinese man, Wu, who also lives in the storage. During this forced association a strange friendship begins between the two lonely men, even though Wu is told by his boss to prevent the sale of the storage under all circumstances. The boss is also giving enticing promises to Wu to help him realize his dream: go back to China and create his own football team. The situation is further complicated by the pizza girl, who is equally liked by both men and stirs up the strange life of the storage.",en,https://image.tmdb.org/t/p/w500/zyUgFTWWdIIMNPQBp15sxqoisah.jpg,5.7,Bence Miklauzic,,
Quantum Quest: A Cassini Space Odyssey,2010,"10751, 16, 878","Dave, a young photon, who is forced out of the Sun on a journey of discovery. He must get to the Cassini Space Craft and save it from the forces of the Void, only Dave does not know exactly what he must do or even where the Cassini Space craft is or what it is. The forces of the Void must destroy Cassini before it sends its great discoveries back to Earth and Dave is the only thing that stands between them and victory.",en,https://image.tmdb.org/t/p/w500/uneDCn8y6RHKc5IAfpgznmaan9I.jpg,6.8,Dan St. Pierre,,
In My Sleep,2010,"53, 9648, 18","A sleepwalking, sexaholic masseur wakes up, covered in blood next to a bloody knife, when cops ring the doorbell.",en,https://image.tmdb.org/t/p/w500/x1GJBX0RPkYuA77WujLyyLAoDAn.jpg,5.3,Allen Wolf,,
This Wretched Life,2010,,"Awakening from a near fatal overdose, Chris embraces a second chance at life. Required to enroll into a 12-Step Program, and mandated to state psychiatrist appointments, Chris is forced to revisit his chaotic past; a history that revolves around his friend Ande and her autistic brother Frankie. Follow Chris as his past and present converge revealing a deranged cocktail of addiction, mental disorder and hope. Will Chris surrender to the monsters that lurk deep inside us all?",en,https://image.tmdb.org/t/p/w500/xMMehQD3VWgorYoqvlTeQXSbsFo.jpg,5.5,Frankie J. Mosca,,
Anderson's Cross,2010,"10749, 35, 18","Nick Anderson, Kevin Daniels, and Tracey Green do everything together. They are the best of friends, and yet they couldn't be more different. Neighbors from adolescence, they finish each other's thoughts and sentences, joys and pains, happiness and tears. Using Nick's house as their own members only clubhouse, they escape into their own world of contentment. Yet the inevitable intrusion of others tests their stability in ways never imagined.",en,https://image.tmdb.org/t/p/w500/2j90os0c2HJuIjWXxMg9vMvOliw.jpg,4.3,Jerome Elston Scott,Illumination Pictures,
The Gentle Pain,2019,18,"One can't help wondering whether, some quarter-century ago, Carsten Brandt had the slightest inkling of the epic dimension the project he was then starting to conceive – The Gentle Pain – would take on in the subsequent decades. For it became epic in just about every sense of the word: the film is very long; it tells a multi-layered story characterised as much by its digressions as by its main narrative thread, which concerns a filmmaker’s attempts to make sense of the life of Thorkild Hansen, a Danish traveller/historian/writer internationally probably best known for his non-fiction novel Processen mod Hamsun (1978); and it took a long time to finish – and then sat on a shelf due to legal battles galore.  What is now finally revealed is a monument of modern(ist) cinema: a work that as much charts one man’s journey into his soul as a voyage of discovery into another artist’s mind.",da,https://image.tmdb.org/t/p/w500/iT5F45XFOcH7GEVadExMbipvefU.jpg,6,Carsten Brandt,Posthus Teatret,
Tangled,2010,"16, 10751","Feisty teenager Rapunzel, who has long and magical hair, wants to go and see sky lanterns on her eighteenth birthday, but she's bound to a tower by her overprotective mother. She strikes a deal with Flynn Rider, a charming wanted thief, and the duo set off on an action-packed escapade.",en,https://image.tmdb.org/t/p/w500/ym7Kst6a4uodryxqbGOxmewF235.jpg,7.605,Nathan Greno,"Walt Disney Animation Studios, Walt Disney Pictures",
Burnt by the Sun 2: Exodus,2010,"18, 10752","Epic film about WWII, a sequel to Utomlyonnye solntsem (1994). Evil Stalin is terrorizing people of Russia while the Nazis are advancing. Russian officer Kotov, who miraculously survived the death sentence in Stalin's Purge, is now fighting in the front-lines. His daughter, Nadia, who survived a rape attempt by Nazi soldiers, is now a nurse risking her own life to save others. In the war-torn nation even former enemies are fighting together to defend their land. People stand up united for the sake of victory. Written by Steve Shelokhonov",ru,https://image.tmdb.org/t/p/w500/tvDDahBQMM1ueTSb3zx6PJxyO3a.jpg,4.9,Nikita Mikhalkov,"Studio Trite, Golden Eagle, Ministry of Culture of the Russian Federation",
Tekken,2010,"80, 18, 28, 53, 878","In the year of 2039, after World Wars destroy much of the civilization as we know it, territories are no longer run by governments, but by corporations; the mightiest of which is the Mishima Zaibatsu. In order to placate the seething masses of this dystopia, Mishima sponsors Tekken, a tournament in which fighters battle until only one is left standing.",en,https://image.tmdb.org/t/p/w500/1xO2LirDZstkqZic1FwfK6GJIHH.jpg,5.386,Dwight H. Little,"Namco, Crystal Sky Pictures, Warner Bros. Pictures, GAGA Communications, Warner Bros. Japan",
Asleep in the Sun,2012,14,"Lucio Bordenave carries on the Grey lifestyle of an unemployed worker, dedicated to the trade of watchmaking, until in a somewhat mysterious way, his wife is admitted to a Frenopatic Institute. From this point on, the story enters a territory without parameters where reality is confused with the imaginary, sleep with wakefulness, and insanity with lucidity.",es,https://image.tmdb.org/t/p/w500/vVLGnUSGnLH2FxaLOXgf1EkdzDD.jpg,3.2,Alejandro Chomski,"San Luis Cine, Piraña Films",
Hempsters: Plant the Seed,2008,99,"The film follows the lively exploits of activists for (and against) the movement for the legalization of the hemp plant in America. It features Woody Harrelson, Merle Haggard, Willie Nelson, and a whole host of farmers, politicians, businessmen, and laypeople as they search for the truth about this mysterious and demonized plant.",en,https://image.tmdb.org/t/p/w500/oNb6EPRgvVAtNqXBX95AovdDR9S.jpg,5.2,Michael P. Henning,,
Disconnect,2010,"53, 9648, 80, 878","A distraught college student finds a phone that enables her to talk to her deceased mother in the past. Instead of a heart attack, she learns that her mother was murdered. She tries to use the phone to stop the murder from occurring before the killer finds and kills her too.",en,https://image.tmdb.org/t/p/w500/2C5IH6aN9UnlIIBuGNZEd9XDoYd.jpg,5.7,Robin Christian,Dreamscape Cinema,
Venus & Vegas,2010,"28, 35","When three Vegas buddies attempt the score of a lifetime, they have to walk a fine line between their girlfriends who want their heads, and the mobsters who want them dead.",en,https://image.tmdb.org/t/p/w500/yMHsuJNNERU6Drh8pYgb0ZeHzTr.jpg,3.9,Demian Lichtenstein,"PasoFino Entertainment, Luis Moro Productions",
Dinner for Schmucks,2010,35,"Rising executive Tim Conrad works for a boss who hosts a monthly dinner in which the guest who brings the biggest buffoon gets a career-boost. Tim plans on not attending until he meets Barry, a man who builds dioramas using stuffed mice. Barry's blundering but good intentions send Tim's life into a downward spiral, threatening a major business deal and possibly scuttling Tim's engagement to his fiancee.",en,https://image.tmdb.org/t/p/w500/djwkUFhkM81gIsI9ZZ7I6ajZAKY.jpg,5.711,Jay Roach,"Paramount Pictures, DreamWorks Pictures, Spyglass Entertainment, Reliance Entertainment, Parkes+MacDonald Image Nation, Everyman Pictures",
The A-Team,2010,"53, 28, 12, 35, 80","A man who loves when a plan comes together, Col. Hannibal Smith leads a close-knit team of elite operatives and Iraq War veterans. Framed for a crime they didn't commit, Smith and his men, Capt. H.M. ‘Howling Mad’ Murdock , Sgt. Bosco ‘B.A.’ Baracus, and Lt. Templeton ‘Faceman’ Peck, break out and go rogue, using their special talents to clear their names and find the perpetrator. Hot on their trail is Capt. Charissa Sosa, who was once involved with a member of Smith's team and has sworn to capture them, no matter what it takes.",en,https://image.tmdb.org/t/p/w500/k3mKy2zYfzqGg9o5JeDyzSEPPHO.jpg,6.398,Joe Carnahan,"Phoenix Film Partners, Dune Entertainment, Stephen J. Cannell Productions, Top Cow Productions, Scott Free Productions, Big Screen Productions, 20th Century Fox, Ingenious Media",
Toy Story 3,2010,"16, 10751, 35","Woody, Buzz, and the rest of Andy's toys haven't been played with in years. With Andy about to go to college, the gang find themselves accidentally left at a nefarious day care center. The toys must band together to escape and return home to Andy.",en,https://image.tmdb.org/t/p/w500/AbbXspMOwdvwWZgVN0nabZq03Ec.jpg,7.8,Lee Unkrich,"Pixar, Walt Disney Pictures",
"Cargo, the Lost Men",2010,,,fr,https://image.tmdb.org/t/p/w500/ba9hlLdLECkGQHck7S75d2aIlLd.jpg,5,Léon Desclozeaux,,
Segurança Nacional,2010,"28, 80, 53",,pt,https://image.tmdb.org/t/p/w500/gVGzrxslFxg2GrmNS7sJ2jWUFG1.jpg,4.1,Roberto Carminati,"Europa Filmes, Diogo Boni Filmes, G.I. Films",
My Nappy Roots: A Journey Through Black Hair-itage,N/A,,"""My Nappy Roots"" explores the politics, culture and history of African American hair. Is there such a thing as ""Good and Bad"" hair? How has the Eurocentric ideal of beauty influenced black hair through modern history? ""My Nappy Roots"" will vibrantly depict some of the complex social, political and cultural influences that have dominated the dialogue surrounding African and African American hairstyles from styling patterns and cultural trends to the business of black hair care products, services and advertising. The film will use the evolution of black hairstyles as a touchstone to address the broader struggle of African American people in their search for social control, identity and economic independence.",en,N/A,0,Jay Bluemke,,
Milenge Milenge,2010,"18, 10749","Hoping that destiny will re-unite them, a couple, on the verge of getting married, attempt to locate each other.",hi,https://image.tmdb.org/t/p/w500/qqKIyN0zTFudW945zAkYY4LMYru.jpg,4.2,Satish Kaushik,"BSK Network and Entertainment, Eros International, Narsimha Enterprises, SK Films Enterprises, Sahara One Entertainment",
Vidas pequeñas,2011,"18, 10749",,es,https://image.tmdb.org/t/p/w500/qUbInjdB7f0XF1xBQGny3fAImn2.jpg,5,Enrique Gabriel,Alquimia Cinema,
Seven Days,2010,"18, 27, 53","Like many happy people, Bruno Hamel is leading an uneventful life until one afternoon, when his daughter is raped and murdered. When the murderer is arrested, a terrible project germinates in Bruno's darkened mind. He plans to capture the ""monster"" and make him pay for his crime.",fr,https://image.tmdb.org/t/p/w500/ag662hfmscOMYuVXxcPzAcDfIJY.jpg,6.292,Daniel Grou,GO Films,
Scott Pilgrim vs. the World,2010,"28, 35, 10749","As bass guitarist for a garage-rock band, Scott Pilgrim has never had trouble getting a girlfriend; usually, the problem is getting rid of them. But when Ramona Flowers skates into his heart, he finds she has the most troublesome baggage of all: an army of ex-boyfriends who will stop at nothing to eliminate him from her list of suitors.",en,https://image.tmdb.org/t/p/w500/g5IoYeudx9XBEfwNL0fHvSckLBz.jpg,7.5,Edgar Wright,"Marc Platt Productions, Big Talk Studios, Closed on Mondays Entertainment, dentsu",
Diary of a Bad Lad,2010,"18, 35","Frustrated filmmaker, Barry Lick, sets out to attempt to make a documentary about a local businessman who he believes is involved in property rackets, prostitution, pornography and the importation of large quantities of recreational drugs.",en,https://image.tmdb.org/t/p/w500/feY3kxo2OED5zxCdh2C5ihDPKju.jpg,3.8,N/A,,
Mad World,2010,18,"Society torments four troubled teens, pressing them to become men before they are ready.",en,https://image.tmdb.org/t/p/w500/4sEDmiiyU2WfjGWg4GpiGhJ006F.jpg,4.8,Cory Cataldo,,
El hada buena - Una fábula peronista,2010,"878, 14","In a popular auction that matches the sinister and colorful of a circus of phenomena, a couple adopts children in exchange for their belongings. The children there acquired, usually mutilated, are in their new home in order to prepare for access to the Peronist education program taught in only 10 state institutes.",es,https://image.tmdb.org/t/p/w500/1AQIdoIhIlIF6FpJw5hXoAIByJe.jpg,5,Laura Casabé,Horno Producciones,
The Crazies,2010,"9648, 27, 28",Four friends find themselves trapped in their small hometown after they discover their friends and neighbors going quickly and horrifically insane.,en,https://image.tmdb.org/t/p/w500/ggtG9DZELyTtM2Y0DRJDOJa5iP8.jpg,6.264,Breck Eisner,"Penn Station Entertainment, Participant, Overture Films, Image Nation Abu Dhabi, Paramount Vantage",
Memories of Overdevelopment,2011,18,"An intellectual leaves the Cuban revolution and 'underdevelopment' behind only to find himself at odds with the ambiguities of his new life in the 'developed' world. A portrait of alienation, of an outsider with no clear-cut politics or ideology. A stranger in a strange land struggling with old age, sexual desire and ultimately the impossibility for the individual to belong in any society. The film's narrative is a collage of flashbacks, daydreams, and hallucinations comprising live-action, animation, and newsreel footage assembled to suggest the way personal memory works, subjectively and emotionally.",es,https://image.tmdb.org/t/p/w500/hefKoFmWMoCsWtpQjAhLF2vybSK.jpg,5.8,Miguel Coyula,,
Drunkboat,2012,18,"After twenty years of broken bottles and empty hallways, Mort Gleason witnesses his nephew Moo being beaten while in a drunken stupor. The short contact with family brings Mort back to what are left of his senses and he returns to the last home he remembers in Chicago. His sister Eileen lives in their family home now with her sixteen year old son, Abe. Her older son Moo, the now missing nephew, helped spark Mort's return to his family. Three, four, five weeks pass as Mort waits outside his home and makes a tenuous re-entry into family life. Abe dreams of a sailboat and distant horizons. He saves money and sees an advertisement for the Kathy II. He and his friend calculate a way to buy the vessel from two unscrupulous rogues who make ends meet wholesaling liquor and operating a sometime boatyard.",en,https://image.tmdb.org/t/p/w500/yUyuKgCOlSZJKmXlU7dzJExJ8kd.jpg,4.8,Bob Meyer,"Left Bank Films, Drunkboat Chicago LLC",
Satan Hates You,2010,"27, 35, 18","Homicidal maniac Marc is constantly driven my demons buried deep within his soul while his estranged sister Wendy is Marc's polar opposite and lives life fast and hard without a second's thought to the consequences. Their separate paths will eventually cross, but will it be on the road to salvation or the highway to hell?",en,https://image.tmdb.org/t/p/w500/d8bqfIEEEt9HhScKEoci9x1GXAe.jpg,4,James Felix McKenney,"Glass Eye Pix, Danger After Dark, Monsterpants",
Federal,2010,"28, 9648","Brasília. Vital is a Brazilian federal police deputy who leads a special investigation group that aims to capture the international drug trafficker Beque Batista. Three other officers make up the group: Dani, Rock and Lua. In parallel, Vital need to take care of Leila, his pregnant wife, and does everything so she does not participate in the violent world in which he lives.",pt,https://image.tmdb.org/t/p/w500/g4zgHAu2GGU5BiMTUwrpBRVad9L.jpg,4.7,Erik de Castro,"Labocine, Quanta Centro de Produções Cinematográficas, Limite Produções, Europa Filmes, RioFilme, Trébol Films, BSB Cinema",
